ID объекта СКУП;Адрес УИК/ТИК;Наименование УИК/ТИК;Технология подключения;Техническое решение;Наименование Оператора ПМ;Информация по организации канала до объекта;Принадлженость объекта к МЦТЭТ: АМЦТЭТ,ТГЦТЭТ, ВМЦТЭТ, НМЦТЭТ, КМЦТЭТ, УСТП-1,УСТП-2,УСТП-3,УСТП-4,УСТП-5,УСТП-6,УСТП-7;Информацию заносит сотрудник ТБ. Вид наряда на организацию канала: по существующему подключению ВОЛС/МЕДЬ. организация нового канала ВОЛС/МЕДЬ;Ком. блок. Наряд выписан № наряда;Необходимость оконечного оборудования (модемы:ADSL/SHDSL, коммутатор 8 портов);IP-adress/Port Оборудования на УД (DSLAM, комметатор агригации);Канал организован и протестирован скорость соответствует Да/Нет;Указать порт на оконечном устройстве. Его необходимо заклеить монтажной лентой с пометкой выборы.;Место расположение оконечного устройства;Примечание;IP addres коммутатора на объекте (при его наличии);Готовность объекта. ДА;Выделенная сеть;Учёт оборудования;RID объекта;Подрядчик;IP адрес CAM1 Комиссия;IP адрес CAM2 Урна;IP адрес коммутатора в шкафу УИК/ТИК;IP адрес контроллера;Канал прописан РЦУСС;Камера зарегистрирована;IP шлюза;Vlan на PE;Description;ФИО основного ответственного за УИК;E-mail основного ответственного за УИК;Контактный телефон (служебный/сотовый) основного ответственного за УИК;ФИО заместителя на время отсутствия основного ответственного за УИК;E-mail заместителя на время отсутствия основного ответственного за УИК;Контактный телефон (служебный/сотовый) заместителя на время отсутствия основного ответственного за УИК;Объект принят 2ЛТП и сдан в эксплуатацию;Контроллер сконфигурирован и подключен. ДА;Статус;Online Test;Протестировано;Cинхронизация;Акт П16 подписан, демонтаж произведён;;;;;
139384;село Синявское,Красноармейская,261;УИК №1339;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);ТМЦТЭТ;организация нового канала МЕДЬ;863930108129814.18, 863930108129822.18;SHDSL модем (2шт.) в наличии	;10.30.47.26/ Коммутатор D-Link 3200-28 port 0/0/20	;да;не установлен;с. Синявское ул. Красноармейская (здание школы), д. 261	;Нет	;Нет	;12.02.18;10.234.78.48/28;;B61K1339;АРК Инжиниринг;10.234.78.50;10.234.78.51;10.234.78.62;10.234.78.52;12.02.18;да;10.234.78.49;3251;1339sSinyavskoeKrasnoarmeyskaya261;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139443;село Синявское,Ленина,351;УИК №1340;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Организация по существующему каналу ВОЛС;863930108240581.18;не требуется;10.30.47.26/ Коммутатор D-Link 3200-28 port 0/0/19;да;не установлен;с. Синявское ул. им. Ленина (здание сельского клуба), д. 351;UTP5E- 95м;нет;12.02.18;10.234.78.64/28;;B61K1340;АРК Инжиниринг;10.234.78.66;10.234.78.67;10.234.78.78;10.234.78.68;12.02.18;да;10.234.78.65;3252;1340sSinyavskoeLenina351;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139444;село Троицкое,Ленина,120А;УИК №1349;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Организация по существующему каналу ВОЛС;863930108240629.18;не требуется;10.30.47.14/ Коммутатор Huawei S5328 port 0/0/18;да;10.30.47.90 / 23 порт;с. Троицкое ул. им. Ленина (здание сельского клуба, в библиотеке), д. 120"а";UTP5E- 50м;10.30.47.186;16.02.18;10.234.78.80/28;;B61K1349;АРК Инжиниринг;10.234.78.82;10.234.78.83;10.234.78.94;10.234.78.84;10.02.18;да;10.234.78.81;3253;1349sTroickoeLenina120A;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139445;село Троицкое,Ленина,74;УИК №1350;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);ТМЦТЭТ;организация нового канала МЕДЬ;863930108129892.18, 863930108129924.18;SHDSL модем (2шт.) в наличии;10.30.47.14/ Коммутатор Huawei S5328 port 0/0/21;да;не истановлен;с. Троицкое ул. им. Ленина (здание школы), д. 74;нет;нет;10.02.18;10.234.78.96/28;;B61K1350;АРК Инжиниринг;10.234.78.98;10.234.78.99;10.234.78.110;10.234.78.100;10.02.18;да;10.234.78.97;3254/3253;1350sTroickoeLenina74;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139447;станица Обливская,Карла Маркса,36;УИК №1481;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);КМЦТЭТ;организация нового канала медь;863930108114052.18;;коммутатор 10.30.96.6 порт 17;да;влан 3255 отдан в сторону коммутатора 10.30.96.6. Прописать влан на этом коммутаторе не могу - нет прав;Дом культуры фойе 1-й этаж;Необходим малопарный кабель(КТЦП) около 170-200 м.;;16.02.18;10.234.78.112/28;5 очередь;B61K1481;АИСиС -Регион;10.234.78.114;10.234.78.115;10.234.78.126;10.234.78.116;12.02.18;да;10.234.78.113;3255;1481stOblivskayaKarlaMarksa36;Черепов Андрей Николаевич   ;Andrey.Cherepov@south.rt.ru  ;+7(958)-574-5211  ;Солдатов Андрей Васильевич  ;Andrey.Soldatov@south.rt.ru   ;+7(958)-575-1389   ;;;success;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139448;станица Облиевская,Ленина,56;УИК №1482;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);КМЦТЭТ;;;;коммутатор 10.30.96.6 порт 19;;;;;;16.02.18;10.234.78.128/28;5 очередь;B61K1482;АИСиС -Регион;10.234.78.130;10.234.78.131;10.234.78.142;10.234.78.132;10.02.18;да;10.234.78.129;3256/3258;1482stOblievskayaLenina56;Черепов Андрей Николаевич  	  ;Andrey.Cherepov@south.rt.ru ;+7(958)-574-5211 ;Солдатов Андрей Васильевич  	  ;Andrey.Soldatov@south.rt.ru ;+7(958)-575-1389 ;;;success;Online Test;Журавлев;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139449;станица Обливская,Грызлова,18А;УИК №1483;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);КМЦТЭТ;организация нового канала медь;863930108114201.18;;коммутатор 10.30.96.6 порт 20;да;влан 3257 отдан в сторону коммутатора 10.30.96.6. Прописать влан на этом коммутаторе не могу - нет прав;Школа №2 коридор 1-й этаж;Необходим малопарный кабель(КТЦП) около 100-150 м.;;16.02.18;10.234.78.144/28;5 очередь;B61K1483;АИСиС -Регион;10.234.78.146;10.234.78.147;10.234.78.158;10.234.78.148;12.02.18;да;10.234.78.145;3257;1483stOblivskayaGryzlova18A;Черепов Андрей Николаевич  	  ;Andrey.Cherepov@south.rt.ru ;+7(958)-574-5211 ;Солдатов Андрей Васильевич  	  ;Andrey.Soldatov@south.rt.ru ;+7(958)-575-1389  	  ;;;success;Online Test;Журавлев;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139450;станица Облиевская,Лесхозная,1;УИК №1484;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);КМЦТЭТ;организация нового канала медь;863930108188835.18;;коммутатор 10.30.96.6 порт 18;да;;актовый зал 1-й этаж;Необходим малопарный кабель(КТЦП можно UTP) около 50 м.;;10.02.18;10.234.78.160/28;5 очередь;B61K1484;АИСиС -Регион;10.234.78.162;10.234.78.163;10.234.78.174;10.234.78.164;10.02.18;да;10.234.78.161;3258;1484stOblievskayaLeshoznaya1;Черепов Андрей Николаевич ;Andrey.Cherepov@south.rt.ru ;+7(958)-574-5211 ;Солдатов Андрей Васильевич ;Andrey.Soldatov@south.rt.ru ;+7(958)-575-1389 ;;;success;Online Test;Журавлев;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139535;хутор  Каменная Балка,переулок Центральный,1;УИК №1560;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ВМЦТЭТ;Организация по ВОЛС;;роутер;коммутатор ПМ 10.30.75.101 ;да;порт 2;2-й этаж;Необходим малопарный кабель(КТЦП можно UTP) около 50 м.;;08.02.18;10.234.78.192/28;;B61K1560;АРК Инжиниринг;10.234.78.194;10.234.78.195;10.234.78.206;10.234.78.196;08.02.2018;да;10.234.78.193;3260;1560xKamennayaBalkaperCentralnyy1;Дождиков Денис Михайлович;Denis.Dozhdikov@south.rt.ru;+7(918)5399970;Ивахненко Игорь Иванович;;+7(958)5751502;;да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139537;поселок Красноармейский,переулок Красноармейский,22;УИК №1565;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ВМЦТЭТ;Организация канала по медной паре;;Роутер;Dslam 5600 (10.30.75.7) 0/0/27;нет;lan порт 1;Здание администрации.;Необходим малопарный кабель  КТЦП около 200 м.;;12.02.18;10.234.78.208/28;;B61K1565;АРК Инжиниринг;10.234.78.210;10.234.78.211;10.234.78.222;10.234.78.212;07.02.18;да;10.234.78.209;3261;1565posKrasnoarmeyskiyperKrasnoarmeyskiy22;Дождиков Денис Михайлович;Denis.Dozhdikov@south.rt.ru;+7(918)5399970;Ивахненко Игорь Иванович;;+7(958)5751502;;да;warning;Online Test;Журавлев;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139538;поселок Красноармейский,Кирова,45;УИК №1566;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ВМЦТЭТ;Организация канала по медной паре;;Роутер;Dslam 5600 порт 0/0/50 10.30.75.7;нет ;1;1 этаж. Здание ДС Солнышко;Проложен кабель UTP 60м;;08.02.18;10.234.78.224/28;;B61K1566;АРК Инжиниринг;10.234.78.226;10.234.78.227;10.234.78.238;10.234.78.228;07.02.18;да;10.234.78.225;3262;1566posKrasnoarmeyskiyKirova45;Дождиков Денис Михайлович;Denis.Dozhdikov@south.rt.ru;+7(918)5399970;Ивахненко Игорь Иванович;;+7(958)5751502;;да;warning;Online Test;Журавлев;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139539;поселок Орловский,Пионерская,41;УИК №1580;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ВМЦТЭТ;Организация канала по медной паре;;Роутер;Dslam 5600 10.30.75.6 порт 0/12/31;да;lan порт 1;1 этаж. Здание РДК Родина;Необходим малопарный кабель(КТЦП можно UTP) около 50 м. ;;10.02.18;10.234.78.240/28;;B61K1580;АРК Инжиниринг;10.234.78.242;10.234.78.243;10.234.78.254;10.234.78.244;10.02.18;да;10.234.78.241;3263;1580posOrlovskiyPionerskaya41;Дождиков Денис Михайлович;Denis.Dozhdikov@south.rt.ru;+7(918)5399970;Ивахненко Игорь Иванович;;+7(958)5751502;;да;danger;Online Test;Журавлев;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
